"tag","File","Type","Mol","%","dev","Name","Grower","User","ID"
"cannatonic","cannatonic-2.txt","Cannabinoid","THCV",0.01,0.1,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Cannabinoid","Delta8-THC",0.01,0.1,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Cannabinoid","Delta9-THC",0.01,0.1,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Beta-Myrcene",0.77,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Alpha-Pinene",0.11,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","D-Limonene",0.08,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Beta-Caryophyllene",0.08,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Alpha-Bisabolol",0.07,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Linalool",0.07,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Beta-Pinene",0.06,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Guaiol",0.06,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Alpha-Humulene",0.03,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Camphene",0.02,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Ocimene",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","3-Carene",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Geraniol",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","p-Cymene",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Eucalyptol",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Isopulegol",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Terpinolene",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Beta-Ocimene",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","cis-Nerolidol",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","Alpha-Terpinene",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","?-Terpinene	",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","trans-Nerolidol",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","cannatonic-2.txt","Terpenoid","CaryophylleneOxide",0.0,0.0,"Cannatonic # 4","Maize Haze, LLC","Laura","Laura1A"
"cannatonic","Cannatonic4.txt","Cannabinoid","CBC",0.01,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Cannabinoid","CBD",0.68,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Cannabinoid","CBG",0.01,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Cannabinoid","CBN",0.01,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Cannabinoid","CBDa",12.28,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Cannabinoid","CBGa",0.01,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Cannabinoid","THCa",0.46,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Cannabinoid","THCV",0.01,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Cannabinoid","Delta8-THC",0.01,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Cannabinoid","Delta9-THC",0.01,0.1,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Beta-Myrcene",0.66,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Alpha-Pinene",0.12,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","D-Limonene",0.08,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Beta-Caryophyllene",0.06,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Guaiol",0.06,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Alpha-Bisabolol",0.05,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Beta-Pinene",0.05,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Linalool",0.05,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Alpha-Humulene",0.03,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Camphene",0.02,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Terpinolene",0.02,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","?-Terpinene	",0.01,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","p-Cymene",0.01,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Ocimene",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","3-Carene",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Geraniol",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Eucalyptol",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Isopulegol",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Beta-Ocimene",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","cis-Nerolidol",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","Alpha-Terpinene",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","trans-Nerolidol",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4.txt","Terpenoid","CaryophylleneOxide",0.0,0.0,"Cannatonic # 4","Pine Haven Farm","Laura","Laura2A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","CBC",0.01,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","CBG",0.01,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","CBD",0.54,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","CBDa",17.41,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","CBN",0.01,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","THCV",0.01,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","Delta8-THC",0.01,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","CBGa",0.01,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","THCa",0.69,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Cannabinoid","Delta9-THC",0.01,0.1,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Beta-Myrcene",1.97,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","D-Limonene",0.2,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Linalool",0.14,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Alpha-Pinene",0.13,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Beta-Pinene",0.09,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Beta-Caryophyllene",0.07,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Guaiol",0.07,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Alpha-Bisabolol",0.06,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Beta-Ocimene",0.05,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Alpha-Humulene",0.04,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Camphene",0.03,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Terpinolene",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Isopulegol",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","3-Carene",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Alpha-Terpinene",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Eucalyptol",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","p-Cymene",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Ocimene",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","cis-Nerolidol",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","trans-Nerolidol",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","CaryophylleneOxide",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","?-Terpinene	",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"cannatonic","Cannatonic4_2.txt","Terpenoid","Geraniol",0.0,0.0,"Organic Cannatonic #4","Wildcraft Organics","Laura","Laura3A"
"critical-mass","Critical_Mass.txt","Cannabinoid","CBC",0.03,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Cannabinoid","CBG",0.13,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Cannabinoid","CBD",0.58,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Cannabinoid","CBDa",15.94,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Cannabinoid","CBN",0.01,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Cannabinoid","THCV",0.01,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Cannabinoid","Delta8-THC",0.01,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Cannabinoid","CBGa",2.48,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Cannabinoid","THCa",9.22,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Cannabinoid","Delta9-THC",0.38,0.1,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Beta-Myrcene",1.43,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","D-Limonene",0.38,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Beta-Caryophyllene",0.14,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Linalool",0.09,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Alpha-Humulene",0.09,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Beta-Pinene",0.05,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Guaiol",0.05,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Alpha-Pinene",0.05,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Alpha-Bisabolol",0.04,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Beta-Ocimene",0.03,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Camphene",0.03,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Terpinolene",0.02,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","?-Terpinene	",0.02,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Isopulegol",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","3-Carene",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Alpha-Terpinene",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Eucalyptol",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","p-Cymene",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Ocimene",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","cis-Nerolidol",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","trans-Nerolidol",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","CaryophylleneOxide",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"critical-mass","Critical_Mass.txt","Terpenoid","Geraniol",0.0,0.0,"Critical Mass-CBD","Anonymous","Laura","Laura4A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","CBC",0.01,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","CBD",0.38,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","CBG",0.01,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","CBN",0.01,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","CBDa",13.93,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","CBGa",0.01,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","THCa",0.51,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","THCV",0.01,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","Delta8-THC",0.01,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Cannabinoid","Delta9-THC",0.01,0.1,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Beta-Myrcene",0.13,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Terpinolene",0.06,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Alpha-Pinene",0.04,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Linalool",0.03,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","D-Limonene",0.03,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Beta-Caryophyllene",0.03,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Beta-Pinene",0.03,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Alpha-Terpinene",0.02,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","3-Carene",0.02,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Camphene",0.02,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Eucalyptol",0.02,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Alpha-Humulene",0.02,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","?-Terpinene	",0.02,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","p-Cymene",0.01,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Guaiol",0.0,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Ocimene",0.0,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Geraniol",0.0,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Isopulegol",0.0,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Beta-Ocimene",0.0,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","cis-Nerolidol",0.0,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","Alpha-Bisabolol",0.0,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","trans-Nerolidol",0.0,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"harle-tsu","Harle_Tsu.txt","Terpenoid","CaryophylleneOxide",0.0,0.0,"Harle Tsu","Pine Haven Farm","Laura","Laura5A"
"agent-orange","Agent_Orange.txt","Cannabinoid","CBC",0.01,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Cannabinoid","CBD",0.01,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Cannabinoid","CBG",0.01,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Cannabinoid","CBN",0.01,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Cannabinoid","CBDa",0.01,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Cannabinoid","CBGa",0.45,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Cannabinoid","THCa",18.63,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Cannabinoid","THCV",0.01,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Cannabinoid","Delta8-THC",0.01,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Cannabinoid","Delta9-THC",0.9,0.1,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Beta-Myrcene",0.76,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Terpinolene",0.62,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Beta-Caryophyllene",0.14,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Beta-Pinene",0.1,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Alpha-Pinene",0.06,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Alpha-Humulene",0.06,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Guaiol",0.05,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Linalool",0.05,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","D-Limonene",0.04,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Alpha-Terpinene",0.04,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Alpha-Bisabolol",0.04,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","?-Terpinene	",0.03,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Ocimene",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","3-Carene",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Camphene",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Geraniol",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","p-Cymene",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Eucalyptol",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Isopulegol",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","Beta-Ocimene",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","cis-Nerolidol",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","trans-Nerolidol",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange.txt","Terpenoid","CaryophylleneOxide",0.0,0.0,"Agent Orange","Bigfoot Wellness","Laura","Laura0B"
"agent-orange","Agent_Orange2.txt","Cannabinoid","CBC",0.01,0.1,"Agent Orange","Anonymous","Laura","Laura1B"
